rasm_fayl_nomi;id;kategoriya;mahsulot_nomi
1.png;1;Chips va gazaklar;Sardor Semichka 100gr
2.png;2;Chips va gazaklar;Sardor Semichka 150gr
3.png;3;Chips va gazaklar;Sardor Semichka 200gr
4.png;4;Shirinliklar;Iris Sendwich mini
5.png;5;Shirinliklar;Iris Sandwich mix
6.png;6;Shirinliklar;Iris Gamburger va sendchichlar
7.png;7;Kolbasa va go'sht;Sherin Canada Sasiska
8.png;8;Boshqa;Min Jour 2kg
9.png;9;Souslar va yog'lar;Chimboy Mayanez 900ml
10.png;10;Souslar va yog'lar;Chigatoy Mayanez 900ml
11.png;11;Ichimliklar;Toshkent Miniral Sport 05L
12.png;12;Sut mahsulotlari;Kefir 2.5% MP900gr
13.png;13;Sut mahsulotlari;Rashmilk Masla 500gr
14.png;14;Sut mahsulotlari;Rashmilk Masla 200gr
15.png;15;Sut mahsulotlari;Molli Yogurt Baklashka
16.png;16;Sut mahsulotlari;Miro Yogurt Baklashka
17.png;17;Sut mahsulotlari;Molli Stakan Yogurt
18.png;18;Sut mahsulotlari;Lulu Yogurt
19.png;19;Sut mahsulotlari;Miro Yogurt Stakan Mix
20.png;20;Bir martalik idish;Toothpick
21.png;21;Gigiena;Bamboo ToothPics
22.png;22;Bir martalik idish;Vicon Zubachist 30talik
23.png;23;Bir martalik idish;Shpashka 50talik
24.png;24;Muzqaymoq;Muzqaymoq qoshiq 50talik
25.png;25;Bir martalik idish;Trubochki 80ta
26.png;26;Gigiena;Salfetka Qalin
27.png;27;Gigiena;Salfetka Gulli
28.png;28;Bir martalik idish;Piki dlya Fruktov
29.png;29;Gigiena;Niso Classic White
30.png;30;Souslar va yog'lar;Jemchug Perchatka
31.png;31;Uy-ro'zg'or;Rangli Skotch Katta
32.png;32;Uy-ro'zg'or;Skotch 36x50
33.png;33;Uy-ro'zg'or;Skotch 36x30
34.png;34;Uy-ro'zg'or;Skotch 3.6x20
35.png;35;Uy-ro'zg'or;Skotch 4.5x50
36.png;36;Uy-ro'zg'or;Skotch 4.5x30
37.png;37;Uy-ro'zg'or;Skotch 4.5x20
38.png;38;Uy-ro'zg'or;Skotch o'rta
39.png;39;Uy-ro'zg'or;Skotch kichik
40.png;40;Bir martalik idish;Tarelka Qog'ozli
41.png;41;Bir martalik idish;Sovg'a Karobka 55x45
42.png;42;Bir martalik idish;Sovg'a Karobka 50x40
43.png;43;Bir martalik idish;Sovg'a Karobka 30x40
44.png;44;Bir martalik idish;Sovg'a Karobka 26x12
45.png;45;Bir martalik idish;Sovg'a Karobka 26x32
46.png;46;Bir martalik idish;Sovg'a Karobka 23x10
47.png;47;Bir martalik idish;Sovg'a Karobka 15x7
48.png;48;Non va tuxum;Bedana Tuxum 20
49.png;49;Souslar va yog'lar;Qanot Paxta Yog 5l
50.png;50;Souslar va yog'lar;Avedov Pista Yogi 1l
51.png;51;Boshqa;Sochnaya Dolina mix 1L
52.png;52;Ichimliklar;Aksoy 0.5L
53.png;53;Ichimliklar;Bonaqua 0.5L
54.png;54;Ichimliklar;Chopakli choy 0.5L
55.png;55;Ichimliklar;Asu 0.5L
56.png;56;Ichimliklar;Asu 1L
57.png;57;Ichimliklar;Lipton 1.5L
58.png;58;Ichimliklar;Chortoq 1.5l
59.png;59;Ichimliklar;Chortoq 05
60.png;60;Ichimliklar;Dinay 1L Mix
61.png;61;Chips va gazaklar;Cheers Chips 210gr
62.png;62;Chips va gazaklar;Cheers Chips 130gr
63.png;63;Chips va gazaklar;Cheers Chips 70gr
64.png;64;Chips va gazaklar;Cheers Chips 27gr
65.png;65;Chips va gazaklar;Cheers Chips 45gr
66.png;66;Sut mahsulotlari;Sharqona Qurt Idish 40gr
67.png;67;Chips va gazaklar;Cheetos 26gr
68.png;68;Souslar va yog'lar;Maxeev Mayonez 190gr
69.png;69;Souslar va yog'lar;Maxeev Mayonez 380gr
70.png;70;Souslar va yog'lar;Maxeev Mayonez 190gr
71.png;71;Souslar va yog'lar;Maxeev Mayonez 380gr
72.png;72;Souslar va yog'lar;Maxeev Mayonez 190gr
73.png;73;Souslar va yog'lar;Maxeev Adjika 190gr
74.png;74;Souslar va yog'lar;Maxeev Gorchitsa 190gr
75.png;75;Souslar va yog'lar;Maxeev Mayonez 380gr
76.png;76;Souslar va yog'lar;Maxeev Mayonez 190gr
77.png;77;Souslar va yog'lar;Maxeev Mayonez 380gr
78.png;78;Souslar va yog'lar;Maxeev Djem 400gr
79.png;79;Souslar va yog'lar;Maxeev Ketchup 300gr
80.png;80;Souslar va yog'lar;Maxeev Mayonez Paqir 800gr
81.png;81;Shirinliklar;Musa Briquette
82.png;82;Boshqa;badiroq dona
83.png;83;Kolbasa va go'sht;King Lamb 400gr
84.png;84;Ichimliklar;Albeni Chokolata 93gr
85.png;85;Sut mahsulotlari;Albeni Sutli 175gr
86.png;86;Shirinliklar;Albei Kakao 175gr
87.png;87;Shirinliklar;Albeni Round 240gr
88.png;88;Shirinliklar;Albeni Bites 72gr
89.png;89;Shirinliklar;Albeni Bites 180gr
90.png;90;Shirinliklar;YJF Ossobiy
91.png;91;Shirinliklar;YJF Ossobiy
92.png;92;Shirinliklar;YJF Tostirniy 600gr
93.png;93;Shirinliklar;YJF Bez Saxar
94.png;94;Shirinliklar;YJF Avstriskiy
95.png;95;Shirinliklar;YJF Bananli Keks 300gr
96.png;96;Shirinliklar;YJF Klassik Keks 300gr
97.png;97;Shirinliklar;YJF Rulet 300gr
98.png;98;Shirinliklar;YJF Best Keks 250gr
99.png;99;Sut mahsulotlari;Bomazza Yogurt 110gr Mix
100.png;100;Shirinliklar;YJF Seva 120gr
101.png;101;Shirinliklar;Biskivit Keks
102.png;102;Souslar va yog'lar;YJF Nachinka
103.png;103;Shirinliklar;YJF mini tort
104.png;104;Muzqaymoq;Malina Ice cream
105.png;105;Muzqaymoq;Saber Ice cream
106.png;106;Boshqa;Ice Gold
107.png;107;Muzqaymoq;Pops Ice cream
108.png;108;Muzqaymoq;Italiano Ice cream
109.png;109;Muzqaymoq;Gold Ice cream
110.png;110;Muzqaymoq;Steak Ice cream
111.png;111;Muzqaymoq;Steak Ice cream
112.png;112;Boshqa;Atlas Dubai
113.png;113;Muzqaymoq;Sabzi Ice cream
114.png;114;Boshqa;Gold 0.5kg
115.png;115;Muzqaymoq;Papino Ice cream
116.png;116;Ichimliklar;Chortoq Carvon
117.png;117;Muzqaymoq;Papito Ice cream
118.png;118;Muzqaymoq;Dadu Ice cream
119.png;119;Muzqaymoq;Piramida Ice cream
120.png;120;Muzqaymoq;Anjan Ice cream
121.png;121;Muzqaymoq;Ccr Rajok
122.png;122;Muzqaymoq;Dubay Pista Ice cream
123.png;123;Boshqa;Kashtan Sezar
124.png;124;Muzqaymoq;Kivi Ice Cream
125.png;125;Boshqa;Gold 9999
126.png;126;Muzqaymoq;Moskoviske Ice Cream
127.png;127;Sut mahsulotlari;Kashtan Sutli
128.png;128;Sut mahsulotlari;Rashmil Smetana 25%
129.png;129;Non va tuxum;Lavash Hamir
130.png;130;Sut mahsulotlari;Rashmilk Ayron 900ml
131.png;131;Sut mahsulotlari;Rashmilk  Qatiq
132.png;132;Sut mahsulotlari;Rashmilk Kefir 1l
133.png;133;Sut mahsulotlari;Rashmilk Tvorog 5% 350gr
134.png;134;Sut mahsulotlari;Rashmilk Reajinka 2.5%
135.png;135;Sut mahsulotlari;Rash Milk Kefir 0.5%
136.png;136;Sut mahsulotlari;Rash Milk Kefir 2.5%
137.png;137;Sut mahsulotlari;Rash milk 20%
138.png;138;Sut mahsulotlari;Rashmilk Smetana 15%
139.png;139;Chips va gazaklar;Frumi  Mix
140.png;140;Shirinliklar;Grizzly 55gr
141.png;141;Shirinliklar;Big Bob Magiz 50gr
142.png;142;Shirinliklar;Coco Sovgali
143.png;143;Ichimliklar;Aloe 1.5
144.png;144;Boshqa;Bogatir Dona
145.png;145;Bakaleya;Manniy krupa dona
146.png;146;Shirinliklar;Suxarik Sladkiy
147.png;147;Shirinliklar;Pechenye Корови 180gr
148.png;148;Shirinliklar;Ukraina Vafli
149.png;149;Bir martalik idish;Aygen Paket Katta
150.png;150;Bir martalik idish;Aygen Paket Kichik
151.png;151;Uy-ro'zg'or;GreenLife Streych
152.png;152;Uy-ro'zg'or;Stretch BoWangWrap
153.png;153;Souslar va yog'lar;Elma Aroma Moshinaga
154.png;154;Ichimliklar;Shar Pachka
155.png;155;Uy-ro'zg'or;Salyut
156.png;156;Uy-ro'zg'or;Happy Birthday Candle
157.png;157;Uy-ro'zg'or;Birthday Candle
158.png;158;Uy-ro'zg'or;Raqam To'rtga Mix
159.png;159;Bakaleya;Imbir 10gr
160.png;160;Souslar va yog'lar;Amoy Soya Sous 500ml
161.png;161;Souslar va yog'lar;Amoy Soya Sous 180ml
162.png;162;Sut mahsulotlari;Olma Sirkasi
163.png;163;Boshqa;Qizil Qalampir 25gr
164.png;164;Bir martalik idish;Wan Bao Lu Zubachistka
165.png;165;Bir martalik idish;Yoqimli ishtaxa Zubachistka
166.png;166;Bakaleya;Murch Oliy Nav
167.png;167;Bakaleya;Xitoy Tuz Lotus MSG
168.png;168;Bakaleya;Xitoy Tuz Lotus MSG
169.png;169;Bakaleya;Xitoy Tuz MSG
170.png;170;Yong'oq va quruq meva;Zira Sedana Kunjut
171.png;171;Ichimliklar;Priprava Mix
172.png;172;Bakaleya;Kent
173.png;173;Bakaleya;Razrixlitel Testa
174.png;174;Bakaleya;Kakao 40gr
175.png;175;Bakaleya;S.Pudra Kraxmal L.Kislata Mix
176.png;176;Bakaleya;Angel Droj 100gr
177.png;177;Bakaleya;Angel Droj 15gr
178.png;178;Gigiena;Qol Sochiq Kichik
179.png;179;Gigiena;Qol Sochiq Orta
180.png;180;Gigiena;Qol Sochiq Katta
181.png;181;Souslar va yog'lar;Uksus Andijon
182.png;182;Souslar va yog'lar;Uksus 70
183.png;183;Boshqa;Purely Natural
184.png;184;Bir martalik idish;AAA karton stakan
185.png;185;Ichimliklar;Flash Russia Can
186.png;186;Ichimliklar;Anor Can
187.png;187;Ichimliklar;Royal Anor Can
188.png;188;Souslar va yog'lar;Oleyna 5L
189.png;189;Souslar va yog'lar;Oleyna 3L
190.png;190;Ichimliklar;Karak Tea Mix
191.png;191;Bir martalik idish;bbb plastic stakan bbb
192.png;192;Ichimliklar;Ava Laym 0.45
193.png;193;Ichimliklar;Ava Lemonad 0.45
194.png;194;Ichimliklar;Ava Nok 0.45
195.png;195;Ichimliklar;Dinay Miks 0.5
196.png;196;Ichimliklar;Dinay Anor 0.5
197.png;197;Shirinliklar;Musa Gazeta
198.png;198;Shirinliklar;Musa Magnit
199.png;199;Ichimliklar;Musa Chocolate
200.png;200;Shirinliklar;Musa Almond
201.png;201;Shirinliklar;Alfetto Asarti
202.png;202;Shirinliklar;Musa Milk Joy Mix
203.png;203;Shirinliklar;BissGO Organic
204.png;204;Muzqaymoq;BissGO Eskimo
205.png;205;Shirinliklar;Musa Surprise
206.png;206;Shirinliklar;Musa Rais
207.png;207;Muzqaymoq;Musa Sorbet
208.png;208;Shirinliklar;BissGO Capsula
209.png;209;Shirinliklar;BissGo Mini Cone
210.png;210;Shirinliklar;BissGO Dubai
211.png;211;Muzqaymoq;Musa Sirok
212.png;212;Boshqa;Ukrainskoe 82% 200g
213.png;213;Boshqa;Ukrainskoe 82% 500g
214.png;214;Ichimliklar;Mors Meva 2l
215.png;215;Non va tuxum;Taqvo Qora non
216.png;216;Gigiena;Zipp Bumaga 6dona
217.png;217;Non va tuxum;Tuxumjon 10dona
218.png;218;Non va tuxum;Tuxumjon 15dona
219.png;219;Non va tuxum;Tuxumjon 30dona
220.png;220;Ichimliklar;Chortoq 0.75
221.png;221;Ichimliklar;Toshken mineral 1.0 Gazli va Gazsiz
222.png;222;Ichimliklar;Toshken mineral 0.5
223.png;223;Sut mahsulotlari;Maselko Milkini Moloko 8.5% 320gr
224.png;224;Sut mahsulotlari;Maselko Lakomka 8.5% 250gr
225.png;225;Sut mahsulotlari;Maselko Zayka 8.5%
226.png;226;Sut mahsulotlari;Maselko Solnechniy 72.5% 200gr
227.png;227;Sut mahsulotlari;Maselko Derevnskoe 82.5% 200gr
228.png;228;Sut mahsulotlari;Maselko 72% 500gr
229.png;229;Sut mahsulotlari;Maselko Nashe 82.5% 500gr
230.png;230;Sut mahsulotlari;Maselko Nashe 82.5% 200gr
231.png;231;Ichimliklar;Shorle 0.5 mix
232.png;232;Ichimliklar;Kojik Pachka
233.png;233;Ichimliklar;Chortoq kuchli gazli 0.5
234.png;234;Ichimliklar;Adrenaline 0.45
235.png;235;Ichimliklar;Bonaqua gazli 1.0
236.png;236;Bakaleya;kir Sovun Russia
237.png;237;Uy-ro'zg'or;Kopum kapsula dona
238.png;238;Bakaleya;Kir sovun rassiya
239.png;239;Ichimliklar;Fanta 1.5
240.png;240;Ichimliklar;bonaqua 1.0
241.png;241;Ichimliklar;Aloe 0.5
242.png;242;Ichimliklar;Chortoq kuchli gazli 1.0
243.png;243;Ichimliklar;Nataxtari 1.0
244.png;244;Ichimliklar;Cappy pet 0.5
245.png;245;Ichimliklar;Fuse tea pet 0.5
246.png;246;Ichimliklar;Fuse tea pet 1.5
247.png;247;Ichimliklar;Flavis pet 0.5
248.png;248;Ichimliklar;Chernogolovka pet 1.5
249.png;249;Sut mahsulotlari;AAA Qurtop dona
250.png;250;Ichimliklar;Coca cola 0.5L
251.png;251;Ichimliklar;Coca Cola 1L
252.png;252;Ichimliklar;Flavis pet 1.2
253.png;253;Souslar va yog'lar;Ideal Tomat 0,5L
254.png;254;Souslar va yog'lar;Ideal Tomat 1L
255.png;255;Souslar va yog'lar;Ibrat Tomat 0.5L
256.png;256;Souslar va yog'lar;Ibrat Tomat 3L
257.png;257;Souslar va yog'lar;Ibrat Tomat 1L
258.png;258;Ichimliklar;Hydrolife pet 1.0 Gazli
259.png;259;Ichimliklar;Dena 1.0
260.png;260;Bakaleya;Barilla Spaghettini 450gr
261.png;261;Ichimliklar;Aksoy pet 1.0
262.png;262;Ichimliklar;Hydrolife pet 0.5
263.png;263;Ichimliklar;Arktea pet 0.5l
264.png;264;Ichimliklar;Sayxun pet 0.5l
265.png;265;Sut mahsulotlari;Hochland 220gr
266.png;266;Sut mahsulotlari;Hochland 140gr
267.png;267;Sut mahsulotlari;Hochland 100gr
268.png;268;Sut mahsulotlari;Hochland 50gr
269.png;269;Sut mahsulotlari;Hochland CHizburger 150gr
